Driver,f_result,points,Car,Laps,race,date,quali_result,Q1,Q2,Q3,quali_laps,fp3_result,fp3_time,fp3_gap,fp3_laps,fp2_result,fp2_time,fp2_gap,fp2_laps,fp1_result,fp1_time,fp1_gap,fp1_laps,year,winner
Lewis Hamilton HAM,3,15,Mercedes,53,Japan,2016-10-09,2,1M 32.218S,1M 31.129S,1M 30.66S,13,7,1M 33.284S,1.192S,12,2,1M 32.322S,0.072S,35,2,1M 32.646S,0.215S,21,2016,0
Sebastian Vettel VET,4,12,Ferrari,53,Japan,2016-10-09,4,1M 31.659S,1M 31.227S,1M 31.028S,12,3,1M 32.731S,0.639S,13,5,1M 33.103S,0.853S,34,3,1M 33.525S,1.094S,19,2016,0
Kimi Räikkönen RAI,5,10,Ferrari,53,Japan,2016-10-09,3,1M 31.674S,1M 31.406S,1M 30.949S,12,5,1M 33.011S,0.919S,12,3,1M 32.573S,0.323S,26,4,1M 33.817S,1.386S,17,2016,0
Daniel Ricciardo RIC,6,8,Red Bull Racing TAG Heuer,53,Japan,2016-10-09,6,1M 32.538S,1M 31.719S,1M 31.24S,14,2,1M 32.394S,0.302S,10,12,1M 34.15S,1.9S,29,5,1M 34.112S,1.681S,23,2016,0
Sergio Perez PER,7,6,Force India Mercedes,53,Japan,2016-10-09,7,1M 32.682S,1M 32.237S,1M 31.961S,12,14,1M 33.921S,1.829S,11,6,1M 33.57S,1.32S,37,8,1M 34.767S,2.336S,30,2016,0
Nico Hulkenberg HUL,8,4,Force India Mercedes,53,Japan,2016-10-09,9,1M 32.448S,1M 32.2S,1M 32.142S,12,10,1M 33.646S,1.554S,11,7,1M 33.873S,1.623S,35,7,1M 34.53S,2.099S,28,2016,0
Felipe Massa MAS,9,2,Williams Mercedes,53,Japan,2016-10-09,12,1M 32.562S,1M 32.38S,NA,11,6,1M 33.271S,1.179S,13,11,1M 34.127S,1.877S,33,16,1M 36.169S,3.738S,23,2016,0
Valtteri Bottas BOT,10,1,Williams Mercedes,53,Japan,2016-10-09,11,1M 32.383S,1M 32.315S,NA,11,13,1M 33.865S,1.773S,9,9,1M 34.028S,1.778S,33,10,1M 35.381S,2.95S,31,2016,0
Romain Grosjean GRO,11,0,Haas Ferrari,53,Japan,2016-10-09,8,1M 32.458S,1M 32.176S,1M 31.961S,17,16,1M 34.272S,2.18S,13,13,1M 34.241S,1.991S,33,14,1M 35.688S,3.257S,17,2016,0
Jolyon Palmer PAL,12,0,Renault,52,Japan,2016-10-09,16,1M 32.796S,1M 32.807S,NA,12,8,1M 33.639S,1.547S,13,18,1M 34.76S,2.51S,40,22,1M 37.992S,5.561S,13,2016,0
Daniil Kvyat KVY,13,0,Toro Rosso Ferrari,52,Japan,2016-10-09,13,1M 32.645S,1M 32.623S,NA,11,15,1M 34.037S,1.945S,12,14,1M 34.305S,2.055S,27,11,1M 35.446S,3.015S,23,2016,0
Kevin Magnussen MAG,14,0,Renault,52,Japan,2016-10-09,18,1M 33.023S,NA,NA,6,9,1M 33.639S,1.547S,10,15,1M 34.339S,2.089S,36,19,1M 36.822S,4.391S,30,2016,0
Marcus Ericsson ERI,15,0,Sauber Ferrari,52,Japan,2016-10-09,19,1M 33.222S,NA,NA,7,18,1M 34.544S,2.452S,13,22,1M 36.318S,4.068S,26,18,1M 36.294S,3.863S,19,2016,0
Fernando Alonso ALO,16,0,McLaren Honda,52,Japan,2016-10-09,15,1M 32.819S,1M 32.689S,NA,12,11,1M 33.714S,1.622S,12,8,1M 33.985S,1.735S,37,9,1M 35.003S,2.572S,10,2016,0
Carlos Sainz SAI,17,0,Toro Rosso Ferrari,52,Japan,2016-10-09,14,1M 32.789S,1M 32.685S,NA,12,22,1M 56.323S,24.23S,3,10,1M 34.086S,1.836S,33,12,1M 35.672S,3.241S,27,2016,0
Jenson Button BUT,18,0,McLaren Honda,52,Japan,2016-10-09,17,1M 32.851S,NA,NA,6,19,1M 34.548S,2.456S,11,16,1M 34.398S,2.148S,29,13,1M 35.677S,3.246S,24,2016,0
Felipe Nasr NAS,19,0,Sauber Ferrari,52,Japan,2016-10-09,20,1M 33.332S,NA,NA,7,17,1M 34.388S,2.296S,12,19,1M 34.824S,2.574S,26,15,1M 35.967S,3.536S,15,2016,0
Esteban Gutierrez  GUT,20,0,Haas Ferrari,52,Japan,2016-10-09,10,1M 32.62S,1M 32.155S,1M 32.547S,15,12,1M 33.787S,1.695S,16,17,1M 34.643S,2.393S,11,17,1M 36.219S,3.788S,21,2016,0
Esteban Ocon OCO,21,0,MRT Mercedes,52,Japan,2016-10-09,21,1M 33.353S,NA,NA,9,20,1M 35.23S,3.138S,13,21,1M 35.4S,3.15S,37,20,1M 37.797S,5.366S,29,2016,0
Pascal Wehrlein WEH,22,0,MRT Mercedes,52,Japan,2016-10-09,22,1M 33.561S,NA,NA,9,21,1M 37.256S,5.164S,10,20,1M 35.292S,3.042S,30,21,1M 37.966S,5.535S,24,2016,0
Lewis Hamilton HAM,1,25,Mercedes,56,United.States.,2016-10-23,1,1M 36.296S,1M 36.45S,1M 34.999S,13,4,1M 37.483S,0.717S,12,3,1M 37.649S,0.291S,32,1,1M 37.428S,0S,25,2016,1
Nico Rosberg ROS,2,18,Mercedes,56,United.States.,2016-10-23,2,1M 36.397S,1M 36.351S,1M 35.215S,13,5,1M 37.784S,1.018S,10,1,1M 37.358S,0S,33,2,1M 37.743S,0.315S,27,2016,0
Daniel Ricciardo RIC,3,15,Red Bull Racing TAG Heuer,56,United.States.,2016-10-23,3,1M 36.759S,1M 36.255S,1M 35.509S,12,2,1M 37.032S,0.266S,19,2,1M 37.552S,0.194S,33,7,1M 39.963S,2.535S,26,2016,0
Sebastian Vettel VET,4,12,Ferrari,56,United.States.,2016-10-23,6,1M 37.151S,1M 36.462S,1M 36.358S,13,6,1M 37.894S,1.128S,8,4,1M 38.178S,0.82S,35,8,1M 39.988S,2.56S,15,2016,0
Fernando Alonso ALO,5,10,McLaren Honda,56,United.States.,2016-10-23,12,1M 37.913S,1M 37.417S,NA,11,10,1M 38.452S,1.686S,13,9,1M 38.801S,1.443S,30,13,1M 40.362S,2.934S,26,2016,0
Carlos Sainz SAI,6,8,Toro Rosso Ferrari,56,United.States.,2016-10-23,10,1M 37.744S,1M 37.175S,1M 37.326S,14,15,1M 38.71S,1.944S,6,11,1M 38.971S,1.613S,31,10,1M 40.14S,2.712S,26,2016,0
Felipe Massa MAS,7,6,Williams Mercedes,55,United.States.,2016-10-23,9,1M 37.402S,1M 37.214S,1M 37.269S,12,13,1M 38.607S,1.841S,15,16,1M 39.281S,1.923S,30,11,1M 40.191S,2.763S,27,2016,0
Sergio Perez PER,8,4,Force India Mercedes,55,United.States.,2016-10-23,11,1M 37.345S,1M 37.353S,NA,10,11,1M 38.512S,1.746S,16,7,1M 38.568S,1.21S,31,NA,NA,10S,NA,2016,0
Jenson Button BUT,9,2,McLaren Honda,55,United.States.,2016-10-23,19,1M 38.327S,NA,NA,6,9,1M 38.212S,1.446S,14,8,1M 38.713S,1.355S,29,18,1M 41.663S,4.235S,21,2016,0
Romain Grosjean GRO,10,1,Haas Ferrari,55,United.States.,2016-10-23,17,1M 38.308S,NA,NA,8,17,1M 39.097S,2.331S,13,18,1M 39.554S,2.196S,24,14,1M 40.826S,3.398S,15,2016,0
Daniil Kvyat KVY,11,0,Toro Rosso Ferrari,55,United.States.,2016-10-23,13,1M 37.844S,1M 37.48S,NA,12,14,1M 38.691S,1.925S,16,15,1M 39.202S,1.844S,36,9,1M 40.131S,2.703S,16,2016,0
Kevin Magnussen MAG,12,0,Renault,55,United.States.,2016-10-23,18,1M 38.317S,NA,NA,6,18,1M 39.105S,2.339S,14,12,1M 39.159S,1.801S,23,19,1M 41.942S,4.514S,22,2016,0
Jolyon Palmer PAL,13,0,Renault,55,United.States.,2016-10-23,15,1M 38.084S,1M 37.935S,NA,9,12,1M 38.528S,1.762S,14,17,1M 39.455S,2.097S,34,21,1M 42.332S,4.904S,31,2016,0
Marcus Ericsson ERI,14,0,Sauber Ferrari,55,United.States.,2016-10-23,16,1M 38.04S,1M 39.356S,NA,11,19,1M 39.239S,2.473S,14,21,1M 40.219S,2.861S,28,16,1M 41.17S,3.742S,17,2016,0
Felipe Nasr NAS,15,0,Sauber Ferrari,55,United.States.,2016-10-23,21,1M 38.583S,NA,NA,8,20,1M 39.509S,2.743S,14,13,1M 39.189S,1.831S,28,12,1M 40.287S,2.859S,16,2016,0
Valtteri Bottas BOT,16,0,Williams Mercedes,55,United.States.,2016-10-23,8,1M 37.456S,1M 37.202S,1M 37.116S,12,8,1M 38.188S,1.422S,16,14,1M 39.197S,1.839S,34,6,1M 39.776S,2.348S,30,2016,0
Pascal Wehrlein WEH,17,0,MRT Mercedes,55,United.States.,2016-10-23,20,1M 38.548S,NA,NA,9,22,1M 41.427S,4.661S,7,22,1M 41.131S,3.773S,31,NA,NA,10S,NA,2016,0
Esteban Ocon OCO,18,0,MRT Mercedes,54,United.States.,2016-10-23,22,1M 38.806S,NA,NA,8,21,1M 39.771S,3.005S,19,19,1M 40.086S,2.728S,27,22,1M 43.874S,6.446S,27,2016,0
Kimi Räikkönen RAI,NA,0,Ferrari,38,United.States.,2016-10-23,5,1M 36.985S,1M 36.584S,1M 36.131S,12,3,1M 37.284S,0.518S,15,10,1M 38.865S,1.507S,31,4,1M 39.407S,1.979S,21,2016,0
Max Verstappen VER,NA,0,Red Bull Racing TAG Heuer,28,United.States.,2016-10-23,4,1M 36.613S,1M 36.857S,1M 35.747S,12,1,1M 36.766S,0S,16,5,1M 38.258S,0.9S,27,3,1M 39.379S,1.951S,28,2016,0
Esteban Gutierrez  GUT,NA,0,Haas Ferrari,16,United.States.,2016-10-23,14,1M 38.053S,1M 37.773S,NA,10,16,1M 38.939S,2.173S,13,20,1M 40.114S,2.756S,26,15,1M 40.97S,3.542S,15,2016,0
Nico Hulkenberg HUL,NA,0,Force India Mercedes,1,United.States.,2016-10-23,7,1M 36.95S,1M 36.626S,1M 36.628S,12,7,1M 37.948S,1.182S,17,6,1M 38.508S,1.15S,32,5,1M 39.712S,2.284S,27,2016,0
Lewis Hamilton HAM,1,25,Mercedes,71,Mexico,2016-10-30,1,1M 19.447S,1M 19.137S,1M 18.704S,18,2,1M 19.231S,0.094S,23,2,1M 19.794S,0.004S,37,1,1M 20.914S,0S,34,2016,1
Nico Rosberg ROS,2,18,Mercedes,71,Mexico,2016-10-30,2,1M 19.996S,1M 19.761S,1M 18.958S,22,4,1M 19.618S,0.481S,27,3,1M 20.225S,0.435S,46,7,1M 21.673S,0.759S,32,2016,0
Daniel Ricciardo RIC,3,15,Red Bull Racing TAG Heuer,71,Mexico,2016-10-30,4,1M 19.713S,1M 19.553S,1M 19.133S,15,3,1M 19.37S,0.233S,17,5,1M 20.448S,0.658S,43,8,1M 21.727S,0.813S,27,2016,0
Max Verstappen VER,4,12,Red Bull Racing TAG Heuer,71,Mexico,2016-10-30,3,1M 19.874S,1M 18.972S,1M 19.054S,14,1,1M 19.137S,0S,16,7,1M 20.619S,0.829S,42,14,1M 22.877S,1.963S,10,2016,0
Sebastian Vettel VET,5,10,Ferrari,71,Mexico,2016-10-30,7,1M 19.865S,1M 19.385S,1M 19.381S,17,6,1M 19.937S,0.8S,16,1,1M 19.79S,0S,47,2,1M 20.993S,0.079S,23,2016,0
Kimi Räikkönen RAI,6,8,Ferrari,71,Mexico,2016-10-30,6,1M 19.554S,1M 19.936S,1M 19.376S,21,7,1M 19.994S,0.857S,16,4,1M 20.259S,0.469S,37,3,1M 21.072S,0.158S,19,2016,0
Nico Hulkenberg HUL,7,6,Force India Mercedes,71,Mexico,2016-10-30,5,1M 20.599S,1M 19.769S,1M 19.33S,22,9,1M 20.255S,1.118S,21,6,1M 20.574S,0.784S,43,5,1M 21.409S,0.495S,23,2016,0
Valtteri Bottas BOT,8,4,Williams Mercedes,71,Mexico,2016-10-30,8,1M 20.338S,1M 19.958S,1M 19.551S,20,5,1M 19.811S,0.674S,19,8,1M 20.629S,0.839S,41,6,1M 21.447S,0.533S,34,2016,0
Felipe Massa MAS,9,2,Williams Mercedes,71,Mexico,2016-10-30,9,1M 20.423S,1M 20.151S,1M 20.032S,19,8,1M 19.997S,0.86S,22,13,1M 21.326S,1.536S,45,9,1M 21.836S,0.922S,31,2016,0
Sergio Perez PER,10,1,Force India Mercedes,71,Mexico,2016-10-30,12,1M 20.308S,1M 20.287S,NA,14,11,1M 20.472S,1.335S,20,15,1M 21.579S,1.789S,41,4,1M 21.2S,0.286S,23,2016,0
Marcus Ericsson ERI,11,0,Sauber Ferrari,70,Mexico,2016-10-30,15,1M 21.062S,1M 21.536S,NA,15,16,1M 21.245S,2.108S,21,18,1M 21.997S,2.207S,42,13,1M 22.723S,1.809S,17,2016,0
Jenson Button BUT,12,0,McLaren Honda,70,Mexico,2016-10-30,13,1M 21.333S,1M 20.673S,NA,17,15,1M 21.152S,2.015S,19,12,1M 21.198S,1.408S,39,18,1M 23.342S,2.428S,24,2016,0
Fernando Alonso ALO,13,0,McLaren Honda,70,Mexico,2016-10-30,11,1M 20.552S,1M 20.282S,NA,12,13,1M 20.6S,1.463S,18,10,1M 21.003S,1.213S,25,16,1M 23.089S,2.175S,25,2016,0
Jolyon Palmer PAL,14,0,Renault,70,Mexico,2016-10-30,NA,NA,NA,NA,NA,14,1M 20.959S,1.822S,18,16,1M 21.785S,1.995S,44,21,1M 24.097S,3.183S,35,2016,0
Felipe Nasr NAS,15,0,Sauber Ferrari,70,Mexico,2016-10-30,19,1M 21.692S,NA,NA,9,22,1M 22.354S,3.217S,18,19,1M 22.037S,2.247S,43,17,1M 23.089S,2.175S,12,2016,0
Carlos Sainz SAI,16,0,Toro Rosso Ferrari,70,Mexico,2016-10-30,10,1M 20.457S,1M 20.169S,1M 20.378S,24,10,1M 20.325S,1.188S,22,9,1M 20.974S,1.184S,46,12,1M 22.563S,1.649S,32,2016,0
Kevin Magnussen MAG,17,0,Renault,70,Mexico,2016-10-30,14,1M 21.254S,1M 21.131S,NA,18,18,1M 21.345S,2.208S,17,14,1M 21.442S,1.652S,39,19,1M 23.556S,2.642S,32,2016,0
Daniil Kvyat KVY,18,0,Toro Rosso Ferrari,70,Mexico,2016-10-30,18,1M 21.454S,NA,NA,4,12,1M 20.586S,1.449S,20,11,1M 21.193S,1.403S,39,10,1M 22.215S,1.301S,29,2016,0
Esteban Gutierrez  GUT,19,0,Haas Ferrari,70,Mexico,2016-10-30,17,1M 21.401S,NA,NA,9,17,1M 21.338S,2.201S,16,22,1M 22.408S,2.618S,33,15,1M 22.91S,1.996S,23,2016,0
Romain Grosjean GRO,20,0,Haas Ferrari,70,Mexico,2016-10-30,21,1M 21.916S,NA,NA,10,19,1M 21.601S,2.464S,15,20,1M 22.105S,2.315S,14,11,1M 22.5S,1.586S,21,2016,0
Esteban Ocon OCO,21,0,MRT Mercedes,69,Mexico,2016-10-30,20,1M 21.881S,NA,NA,10,21,1M 21.921S,2.784S,22,21,1M 22.298S,2.508S,44,20,1M 24.083S,3.169S,30,2016,0
Pascal Wehrlein WEH,NA,0,MRT Mercedes,0,Mexico,2016-10-30,16,1M 21.363S,1M 21.785S,NA,17,20,1M 21.758S,2.621S,23,17,1M 21.98S,2.19S,42,22,1M 24.35S,3.436S,28,2016,0
Lewis Hamilton HAM,1,25,Mercedes,71,Brazil,2016-11-13,1,1M 11.511S,1M 11.238S,1M 10.736S,12,2,1M 11.833S,0.093S,21,1,1M 12.271S,0S,41,1,1M 11.895S,0S,32,2016,1
Nico Rosberg ROS,2,18,Mercedes,71,Brazil,2016-11-13,2,1M 11.815S,1M 11.373S,1M 10.838S,12,1,1M 11.74S,0S,19,2,1M 12.301S,0.03S,40,3,1M 12.125S,0.23S,26,2016,0
Max Verstappen VER,3,15,Red Bull Racing TAG Heuer,71,Brazil,2016-11-13,4,1M 11.957S,1M 11.834S,1M 11.485S,12,5,1M 12.077S,0.337S,19,6,1M 12.928S,0.657S,45,2,1M 11.991S,0.096S,29,2016,0
Sergio Perez PER,4,12,Force India Mercedes,71,Brazil,2016-11-13,9,1M 12.684S,1M 12.331S,1M 12.165S,21,12,1M 13.231S,1.491S,19,14,1M 13.918S,1.647S,38,6,1M 13.289S,1.394S,31,2016,0
Sebastian Vettel VET,5,10,Ferrari,71,Brazil,2016-11-13,5,1M 12.159S,1M 12.01S,1M 11.495S,13,3,1M 11.959S,0.219S,14,7,1M 13.002S,0.731S,45,9,1M 13.567S,1.672S,24,2016,0
Carlos Sainz SAI,6,8,Toro Rosso Ferrari,71,Brazil,2016-11-13,15,1M 12.95S,1M 12.92S,NA,15,14,1M 13.293S,1.553S,20,13,1M 13.801S,1.53S,47,11,1M 13.711S,1.816S,22,2016,0
Nico Hulkenberg HUL,7,6,Force India Mercedes,71,Brazil,2016-11-13,8,1M 12.428S,1M 12.36S,1M 12.104S,20,11,1M 13.203S,1.463S,14,9,1M 13.299S,1.028S,42,7,1M 13.293S,1.398S,33,2016,0
Daniel Ricciardo RIC,8,4,Red Bull Racing TAG Heuer,71,Brazil,2016-11-13,6,1M 12.409S,1M 12.047S,1M 11.54S,12,6,1M 12.287S,0.547S,21,5,1M 12.828S,0.557S,43,4,1M 12.371S,0.476S,27,2016,0
Felipe Nasr NAS,9,2,Sauber Ferrari,71,Brazil,2016-11-13,22,1M 13.681S,NA,NA,8,20,1M 13.992S,2.252S,14,17,1M 14.309S,2.038S,40,16,1M 14.631S,2.736S,21,2016,0
Fernando Alonso ALO,10,1,McLaren Honda,71,Brazil,2016-11-13,10,1M 12.7S,1M 12.312S,1M 12.266S,17,10,1M 13.002S,1.262S,12,11,1M 13.572S,1.301S,18,14,1M 14.296S,2.401S,26,2016,0
Valtteri Bottas BOT,11,0,Williams Mercedes,71,Brazil,2016-11-13,11,1M 12.68S,1M 12.42S,NA,10,7,1M 12.614S,0.874S,27,3,1M 12.761S,0.49S,47,5,1M 13.129S,1.234S,36,2016,0
Esteban Ocon OCO,12,0,MRT Mercedes,71,Brazil,2016-11-13,20,1M 13.432S,NA,NA,8,21,1M 14.222S,2.482S,21,18,1M 14.317S,2.046S,46,18,1M 14.827S,2.932S,30,2016,0
Daniil Kvyat KVY,13,0,Toro Rosso Ferrari,71,Brazil,2016-11-13,14,1M 13.071S,1M 12.726S,NA,15,17,1M 13.609S,1.869S,13,12,1M 13.689S,1.418S,46,12,1M 14.09S,2.195S,15,2016,0
Kevin Magnussen MAG,14,0,Renault,71,Brazil,2016-11-13,18,1M 13.41S,NA,NA,6,13,1M 13.255S,1.515S,15,16,1M 14.109S,1.838S,47,NA,NA,10S,NA,2016,0
Pascal Wehrlein WEH,15,0,MRT Mercedes,71,Brazil,2016-11-13,19,1M 13.427S,NA,NA,8,19,1M 13.972S,2.232S,20,22,1M 14.958S,2.687S,22,20,1M 14.948S,3.053S,32,2016,0
Jenson Button BUT,16,0,McLaren Honda,71,Brazil,2016-11-13,17,1M 13.276S,NA,NA,10,18,1M 13.75S,2.01S,9,10,1M 13.44S,1.169S,19,13,1M 14.252S,2.357S,27,2016,0
Esteban Gutierrez  GUT,NA,0,Haas Ferrari,60,Brazil,2016-11-13,12,1M 13.052S,1M 12.431S,NA,14,16,1M 13.596S,1.856S,16,20,1M 14.558S,2.287S,42,NA,NA,10S,NA,2016,0
Felipe Massa MAS,NA,0,Williams Mercedes,46,Brazil,2016-11-13,13,1M 12.432S,1M 12.521S,NA,11,9,1M 12.99S,1.25S,26,4,1M 12.789S,0.518S,43,8,1M 13.318S,1.423S,33,2016,0
Jolyon Palmer PAL,NA,0,Renault,20,Brazil,2016-11-13,16,1M 13.259S,1M 13.258S,NA,11,8,1M 12.968S,1.228S,19,19,1M 14.436S,2.165S,43,19,1M 14.908S,3.013S,32,2016,0
Kimi Räikkönen RAI,NA,0,Ferrari,19,Brazil,2016-11-13,3,1M 12.1S,1M 12.301S,1M 11.404S,15,4,1M 12.027S,0.287S,16,8,1M 13.047S,0.776S,24,10,1M 13.569S,1.674S,26,2016,0
Marcus Ericsson ERI,NA,0,Sauber Ferrari,11,Brazil,2016-11-13,21,1M 13.623S,NA,NA,8,22,NA,0S,1,21,1M 14.695S,2.424S,21,17,1M 14.654S,2.759S,23,2016,0
Romain Grosjean GRO,NA,0,Haas Ferrari,0,Brazil,2016-11-13,7,1M 12.893S,1M 12.343S,1M 11.937S,18,15,1M 13.344S,1.604S,15,15,1M 14.074S,1.803S,35,15,1M 14.507S,2.612S,25,2016,0
Lewis Hamilton HAM,1,25,Mercedes,55,Abu.Dhabi,2016-11-27,1,1M 39.487S,1M 39.382S,1M 38.755S,12,4,1M 41.065S,0.29S,15,1,1M 40.861S,0S,36,1,1M 42.869S,0S,28,2016,1
Nico Rosberg ROS,2,18,Mercedes,55,Abu.Dhabi,2016-11-27,2,1M 40.511S,1M 39.49S,1M 39.058S,12,5,1M 41.168S,0.393S,19,2,1M 40.94S,0.079S,38,2,1M 43.243S,0.374S,31,2016,0
Sebastian Vettel VET,3,15,Ferrari,55,Abu.Dhabi,2016-11-27,5,1M 40.341S,1M 40.034S,1M 39.661S,14,1,1M 40.775S,0S,16,3,1M 41.13S,0.269S,31,5,1M 44.005S,1.136S,27,2016,0
Max Verstappen VER,4,12,Red Bull Racing TAG Heuer,55,Abu.Dhabi,2016-11-27,6,1M 40.424S,1M 39.903S,1M 39.818S,13,2,1M 40.912S,0.137S,21,4,1M 41.389S,0.528S,24,3,1M 43.297S,0.428S,26,2016,0
Daniel Ricciardo RIC,5,10,Red Bull Racing TAG Heuer,55,Abu.Dhabi,2016-11-27,3,1M 41.002S,1M 40.429S,1M 39.589S,17,6,1M 41.831S,1.056S,20,5,1M 41.39S,0.529S,33,4,1M 43.362S,0.493S,27,2016,0
Kimi Räikkönen RAI,6,8,Ferrari,55,Abu.Dhabi,2016-11-27,4,1M 40.338S,1M 39.629S,1M 39.604S,14,3,1M 40.999S,0.224S,14,6,1M 41.464S,0.603S,34,7,1M 44.556S,1.687S,27,2016,0
Nico Hulkenberg HUL,7,6,Force India Mercedes,55,Abu.Dhabi,2016-11-27,7,1M 41S,1M 40.709S,1M 40.501S,12,8,1M 42.067S,1.292S,13,9,1M 42.264S,1.403S,36,NA,NA,10S,NA,2016,0
Sergio Perez PER,8,4,Force India Mercedes,55,Abu.Dhabi,2016-11-27,8,1M 40.864S,1M 40.743S,1M 40.519S,12,7,1M 41.885S,1.11S,19,8,1M 42.041S,1.18S,35,6,1M 44.155S,1.286S,23,2016,0
Felipe Massa MAS,9,2,Williams Mercedes,55,Abu.Dhabi,2016-11-27,10,1M 41.157S,1M 40.858S,1M 41.213S,15,14,1M 42.683S,1.908S,20,10,1M 42.268S,1.407S,36,9,1M 45.039S,2.17S,27,2016,0
Fernando Alonso ALO,10,1,McLaren Honda,55,Abu.Dhabi,2016-11-27,9,1M 41.616S,1M 41.044S,1M 41.106S,17,11,1M 42.585S,1.81S,14,11,1M 42.366S,1.505S,33,18,1M 46.379S,3.51S,21,2016,0
Romain Grosjean GRO,11,0,Haas Ferrari,55,Abu.Dhabi,2016-11-27,14,1M 41.467S,1M 41.564S,NA,15,15,1M 42.805S,2.03S,17,14,1M 43.108S,2.247S,17,12,1M 45.6S,2.731S,13,2016,0
Esteban Gutierrez  GUT,12,0,Haas Ferrari,55,Abu.Dhabi,2016-11-27,13,1M 41.639S,1M 41.48S,NA,16,10,1M 42.354S,1.579S,16,13,1M 43.012S,2.151S,35,14,1M 45.925S,3.056S,20,2016,0
Esteban Ocon OCO,13,0,MRT Mercedes,54,Abu.Dhabi,2016-11-27,20,1M 42.286S,NA,NA,8,20,1M 43.733S,2.958S,15,16,1M 43.6S,2.739S,35,NA,NA,10S,NA,2016,0
Pascal Wehrlein WEH,14,0,MRT Mercedes,54,Abu.Dhabi,2016-11-27,16,1M 41.886S,1M 41.995S,NA,14,17,1M 43.145S,2.37S,17,17,1M 43.754S,2.893S,33,19,1M 46.458S,3.589S,29,2016,0
Marcus Ericsson ERI,15,0,Sauber Ferrari,54,Abu.Dhabi,2016-11-27,22,1M 42.637S,NA,NA,8,22,1M 44.238S,3.463S,20,19,1M 44.045S,3.184S,34,10,1M 45.168S,2.299S,20,2016,0
Felipe Nasr NAS,16,0,Sauber Ferrari,54,Abu.Dhabi,2016-11-27,19,1M 42.247S,NA,NA,8,19,1M 43.417S,2.642S,22,18,1M 43.903S,3.042S,36,13,1M 45.778S,2.909S,17,2016,0
Jolyon Palmer PAL,17,0,Renault,54,Abu.Dhabi,2016-11-27,15,1M 41.775S,1M 41.82S,NA,14,12,1M 42.616S,1.841S,18,15,1M 43.272S,2.411S,33,16,1M 46.219S,3.35S,33,2016,0
Carlos Sainz SAI,NA,0,Toro Rosso Ferrari,41,Abu.Dhabi,2016-11-27,21,1M 42.393S,NA,NA,9,18,1M 43.301S,2.526S,10,21,1M 44.478S,3.617S,5,8,1M 44.685S,1.816S,21,2016,0
Daniil Kvyat KVY,NA,0,Toro Rosso Ferrari,14,Abu.Dhabi,2016-11-27,17,1M 42.003S,NA,NA,9,21,1M 44.105S,3.33S,13,22,1M 45.948S,5.087S,4,22,2M 1.989S,19.12S,4,2016,0
Jenson Button BUT,NA,0,McLaren Honda,12,Abu.Dhabi,2016-11-27,12,1M 41.158S,1M 41.272S,NA,14,13,1M 42.664S,1.889S,15,12,1M 42.823S,1.962S,24,20,1M 47.127S,4.258S,10,2016,0
Valtteri Bottas BOT,NA,0,Williams Mercedes,6,Abu.Dhabi,2016-11-27,11,1M 41.192S,1M 41.084S,NA,9,9,1M 42.076S,1.301S,19,7,1M 41.959S,1.098S,35,15,1M 45.94S,3.071S,31,2016,0
Kevin Magnussen MAG,NA,0,Renault,5,Abu.Dhabi,2016-11-27,18,1M 42.142S,NA,NA,6,16,1M 43.057S,2.282S,17,20,1M 44.117S,3.256S,25,17,1M 46.372S,3.503S,21,2016,0
Sebastian Vettel VET,1,25,Ferrari,57,Australia,2017-03-26,2,1M 25.21S,1M 23.401S,1M 22.456S,17,1,1M 23.38S,0S,12,2,1M 24.167S,0.547S,35,6,1M 25.464S,1.244S,10,2017,1
Lewis Hamilton HAM,2,18,Mercedes,57,Australia,2017-03-26,1,1M 24.191S,1M 23.251S,1M 22.188S,14,3,1M 23.87S,0.49S,12,1,1M 23.62S,0S,34,1,1M 24.22S,0S,22,2017,0
Valtteri Bottas BOT,3,15,Mercedes,57,Australia,2017-03-26,3,1M 24.514S,1M 23.215S,1M 22.481S,13,2,1M 23.859S,0.479S,12,3,1M 24.176S,0.556S,34,2,1M 24.803S,0.583S,25,2017,0
Kimi Räikkönen RAI,4,12,Ferrari,57,Australia,2017-03-26,4,1M 24.352S,1M 23.376S,1M 23.033S,19,4,1M 23.988S,0.608S,10,4,1M 24.525S,0.905S,30,5,1M 25.372S,1.152S,16,2017,0
Max Verstappen VER,5,10,Red Bull Racing TAG Heuer,57,Australia,2017-03-26,5,1M 24.482S,1M 24.092S,1M 23.485S,18,12,1M 26.269S,2.889S,7,6,1M 25.013S,1.393S,8,4,1M 25.246S,1.026S,19,2017,0
Felipe Massa MAS,6,8,Williams Mercedes,57,Australia,2017-03-26,7,1M 25.099S,1M 24.597S,1M 24.443S,16,11,1M 26.237S,2.857S,15,14,1M 26.331S,2.711S,6,7,1M 26.142S,1.922S,28,2017,0
Sergio Perez PER,7,6,Force India Mercedes,56,Australia,2017-03-26,11,1M 25.064S,1M 25.081S,NA,13,13,1M 26.457S,3.077S,12,11,1M 25.591S,1.971S,35,10,1M 26.276S,2.056S,29,2017,0
